年份,国家,灾害类型,灾害子类型,区域,灾害频次,总死亡人数,总受灾人数,总经济损失(千美元)
1920,中国,气候灾害,干旱,中国,1,500000,20000000,0.0
1928,中国,气候灾害,干旱,中国,1,3000000,0,0.0
1965,中国,气候灾害,干旱,中国,1,0,0,27118.0
1978,中国,气候灾害,干旱,中国,1,0,6000000,0.0
1979,中国,气候灾害,干旱,中国,1,0,0,0.0
1983,中国,气候灾害,干旱,中国,1,0,0,0.0
1985,中国,气候灾害,干旱,中国,1,0,0,0.0
1988,中国,气候灾害,干旱,中国,1,1400,49000000,942887.0
1991,中国,气候灾害,干旱,中国,1,2000,5000000,0.0
1992,中国,气候灾害,干旱,中国,1,0,0,53200.0
1992,中国,气候灾害,干旱,中国,1,0,12000000,0.0
1994,中国,气候灾害,干旱,中国,1,0,82000000,13755200.0
1994,中国,气候灾害,干旱,中国,1,0,6690000,0.0
1995,中国,气候灾害,干旱,中国,1,0,9060000,12800.0
1997,中国,气候灾害,干旱,中国,1,0,0,169100.0
1999,中国,气候灾害,干旱,中国,1,0,19000000,0.0
2000,中国,气候灾害,干旱,中国,1,0,15000000,796115.0
2000,中国,气候灾害,干旱,中国,1,0,5000000,0.0
2000,中国,气候灾害,干旱,中国,1,0,0,0.0
2001,中国,气候灾害,干旱,中国,1,0,530000,0.0
2001,中国,气候灾害,干旱,中国,1,0,15800000,0.0
2002,中国,气候灾害,干旱,中国,1,0,60000000,0.0
2002,中国,气候灾害,干旱,中国,1,0,900000,0.0
2002,中国,气候灾害,干旱,中国,1,0,3660000,1210000.0
2003,中国,气候灾害,干旱,中国,1,0,48000000,0.0
2003,中国,气候灾害,干旱,中国,1,0,3000000,0.0
2005,中国,气候灾害,干旱,中国,1,0,174000,0.0
2005,中国,气候灾害,干旱,中国,1,0,7600000,0.0
2006,中国,气候灾害,干旱,中国,1,134,18000000,2910000.0
2008,中国,气候灾害,干旱,中国,1,0,3700000,234000.0
2009,中国,气候灾害,干旱,中国,1,0,160000,0.0
2009,中国,气候灾害,干旱,中国,1,0,60000000,3600000.0
2010,中国,气候灾害,干旱,中国,1,0,35000000,2370000.0
2013,中国,气候灾害,干旱,中国,1,0,5000000,0.0
2014,中国,气候灾害,干旱,中国,1,0,226000,1180000.0
2014,中国,气候灾害,干旱,中国,1,0,27500000,2500000.0
2015,中国,气候灾害,干旱,中国,1,0,0,2464000.0
2016,中国,气候灾害,干旱,中国,1,0,10000000,3000000.0
2017,中国,气候灾害,干旱,中国,1,0,2000000,122000.0
1906,中国,地球物理灾害,地震,中国,1,1266,0,0.0
1907,中国,地球物理灾害,地震,中国,1,12000,0,0.0
1917,中国,地球物理灾害,地震,中国,1,1800,0,0.0
1918,中国,地球物理灾害,地震,中国,1,10000,0,0.0
1920,中国,地球物理灾害,地震,中国,1,180000,0,0.0
1923,中国,地球物理灾害,地震,中国,1,5000,0,0.0
1923,中国,地球物理灾害,地震,中国,1,2200,0,0.0
1925,中国,地球物理灾害,地震,中国,1,5000,0,0.0
1927,中国,地球物理灾害,地震,中国,1,200000,0,0.0
1932,中国,地球物理灾害,地震,中国,1,70000,0,0.0
1933,中国,地球物理灾害,地震,中国,1,10000,0,0.0
1942,中国,地球物理灾害,地震,中国,1,30,0,0.0
1954,中国,地球物理灾害,地震,中国,1,50,300,0.0
1955,中国,地球物理灾害,地震,中国,1,39,113,0.0
1959,中国,地球物理灾害,地震,中国,1,47,0,0.0
1966,中国,地球物理灾害,地震,中国,1,0,0,0.0
1969,中国,地球物理灾害,地震,中国,1,3000,0,0.0
1970,中国,地球物理灾害,地震,中国,1,10000,0,0.0
1974,中国,地球物理灾害,地震,中国,1,20000,0,0.0
1975,中国,地球物理灾害,地震,中国,1,10000,0,0.0
1976,中国,地球物理灾害,地震,中国,1,242000,164000,5600000.0
1976,中国,地球物理灾害,地震,中国,1,0,0,0.0
1979,中国,地球物理灾害,地震,中国,1,41,2000,0.0
1979,中国,地球物理灾害,地震,中国,1,0,2104,0.0
1981,中国,地球物理灾害,地震,中国,1,150,25850,0.0
1982,中国,地球物理灾害,地震,中国,1,10,5,0.0
1983,中国,地球物理灾害,地震,中国,1,34,18700,0.0
1985,中国,地球物理灾害,地震,中国,1,22,300,0.0
1985,中国,地球物理灾害,地震,中国,1,67,16100,0.0
1985,中国,地球物理灾害,地震,中国,1,1,120,0.0
1986,中国,地球物理灾害,地震,中国,1,0,290,0.0
1987,中国,地球物理灾害,地震,中国,1,0,2085,0.0
1987,中国,地球物理灾害,地震,中国,1,0,185084,0.0
1987,中国,地球物理灾害,地震,中国,1,0,7000,0.0
1988,中国,地球物理灾害,地震,中国,1,0,50060,0.0
1988,中国,地球物理灾害,地震,中国,1,939,1270364,269000.0
1989,中国,地球物理灾害,地震,中国,1,8,40107,164000.0
1989,中国,地球物理灾害,地震,中国,1,29,105140,0.0
1989,中国,地球物理灾害,地震,中国,1,1,26591,54000.0
1989,中国,地球物理灾害,地震,中国,1,4,52800,0.0
1989,中国,地球物理灾害,地震,中国,1,0,21404,0.0
1990,中国,地球物理灾害,地震,中国,1,1,30016,0.0
1990,中国,地球物理灾害,地震,中国,1,126,34319,58350.0
1991,中国,地球物理灾害,地震,中国,1,0,42808,0.0
1991,中国,地球物理灾害,地震,中国,1,1,240542,0.0
1992,中国,地球物理灾害,地震,中国,1,0,16000,3150.0
1993,中国,地球物理灾害,地震,中国,1,0,142146,0.0
1993,中国,地球物理灾害,地震,中国,1,0,504,0.0
1994,中国,地球物理灾害,地震,中国,1,1,500,0.0
1994,中国,地球物理灾害,地震,中国,1,0,5860,0.0
1994,中国,地球物理灾害,地震,中国,1,0,285,0.0
1995,中国,地球物理灾害,地震,中国,1,11,1000136,36100.0
1995,中国,地球物理灾害,地震,中国,1,46,20297,80000.0
1995,中国,地球物理灾害,地震,中国,1,14,5060,0.0
1996,中国,地球物理灾害,地震,中国,1,309,5077795,506000.0
1996,中国,地球物理灾害,地震,中国,1,18,200300,0.0
1996,中国,地球物理灾害,地震,中国,1,26,33128,24000.0
1996,中国,地球物理灾害,地震,中国,1,0,137,0.0
1997,中国,地球物理灾害,地震,中国,1,12,155040,0.0
1997,中国,地球物理灾害,地震,中国,1,9,500089,0.0
1997,中国,地球物理灾害,地震,中国,1,2,20006,0.0
1997,中国,地球物理灾害,地震,中国,1,9,100089,0.0
1998,中国,地球物理灾害,地震,中国,1,49,598000,285500.0
1998,中国,地球物理灾害,地震,中国,1,3,337443,70000.0
1998,中国,地球物理灾害,地震,中国,1,0,107084,22600.0
1998,中国,地球物理灾害,地震,中国,1,0,2000,0.0
1998,中国,地球物理灾害,地震,中国,1,0,25028,0.0
1998,中国,地球物理灾害,地震,中国,1,3,111862,0.0
1998,中国,地球物理灾害,地震,中国,1,0,3528,0.0
1999,中国,地球物理灾害,地震,中国,1,0,16003,0.0
1999,中国,地球物理灾害,地震,中国,1,0,3020004,44000.0
1999,中国,地球物理灾害,地震,中国,1,0,800,0.0
2000,中国,地球物理灾害,地震,中国,1,7,1855007,73500.0
2000,中国,地球物理灾害,地震,中国,1,1,10302,483.0
2000,中国,地球物理灾害,地震,中国,1,0,62030,0.0
2000,中国,地球物理灾害,地震,中国,1,0,100,0.0
2000,中国,地球物理灾害,地震,中国,1,1,177611,43000.0
2001,中国,地球物理灾害,地震,中国,1,3,300109,24000.0
2001,中国,地球物理灾害,地震,中国,1,2,150190,31000.0
2001,中国,地球物理灾害,地震,中国,1,2,10605,36000.0
2001,中国,地球物理灾害,地震,中国,1,0,25000,0.0
2001,中国,地球物理灾害,地震,中国,1,1,17220,0.0
2002,中国,地球物理灾害,地震,中国,1,0,378,0.0
2002,中国,地球物理灾害,地震,中国,1,2,65500,0.0
2003,中国,地球物理灾害,地震,中国,1,268,517000,157000.0
2003,中国,地球物理灾害,地震,中国,1,0,3300,0.0
2003,中国,地球物理灾害,地震,中国,1,1,8003,0.0
2003,中国,地球物理灾害,地震,中国,1,16,1295584,75000.0
2003,中国,地球物理灾害,地震,中国,1,4,455500,167000.0
2003,中国,地球物理灾害,地震,中国,1,3,60056,60000.0
2003,中国,地球物理灾害,地震,中国,1,9,275043,40000.0
2003,中国,地球物理灾害,地震,中国,1,1,23369,0.0
2003,中国,地球物理灾害,地震,中国,1,4,493065,0.0
2003,中国,地球物理灾害,地震,中国,1,11,6018,1933.0
2003,中国,地球物理灾害,地震,中国,1,0,10004,0.0
2004,中国,地球物理灾害,地震,中国,1,0,190100,74000.0
2004,中国,地球物理灾害,地震,中国,1,4,120600,50000.0
2004,中国,地球物理灾害,地震,中国,1,0,100012,0.0
2004,中国,地球物理灾害,地震,中国,1,0,22019,0.0
2004,中国,地球物理灾害,地震,中国,1,0,4199,0.0
2005,中国,地球物理灾害,地震,中国,1,16,615500,0.0
2005,中国,地球物理灾害,地震,中国,1,0,18509,0.0
2006,中国,地球物理灾害,地震,中国,1,0,68761,6900.0
2006,中国,地球物理灾害,地震,中国,1,22,265106,0.0
2006,中国,地球物理灾害,地震,中国,1,0,130,0.0
2006,中国,地球物理灾害,地震,中国,1,1,45551,0.0
2006,中国,地球物理灾害,地震,中国,1,0,20000,0.0
2006,中国,地球物理灾害,地震,中国,1,0,12000,291.0
2007,中国,地球物理灾害,地震,中国,1,3,329,342000.0
2008,中国,地球物理灾害,地震,中国,1,87476,45976596,85000000.0
2008,中国,地球物理灾害,地震,中国,1,4,13529,0.0
2008,中国,地球物理灾害,地震,中国,1,6,160,0.0
2008,中国,地球物理灾害,地震,中国,1,40,1000589,492000.0
2008,中国,地球物理灾害,地震,中国,1,30,754,0.0
2008,中国,地球物理灾害,地震,中国,1,0,27169,0.0
2008,中国,地球物理灾害,地震,中国,1,8,351000,0.0
2009,中国,地球物理灾害,地震,中国,1,0,4549,3100.0
2009,中国,地球物理灾害,地震,中国,1,1,65336,315000.0
2010,中国,地球物理灾害,地震,中国,1,1,10515,4400.0
2010,中国,地球物理灾害,地震,中国,1,0,50011,0.0
2010,中国,地球物理灾害,地震,中国,1,2968,112000,500000.0
2010,中国,地球物理灾害,地震,中国,1,8,9,0.0
2010,中国,地球物理灾害,地震,中国,1,0,5014,0.0
2011,中国,地球物理灾害,地震,中国,1,0,64501,0.0
2011,中国,地球物理灾害,地震,中国,1,25,5440,290000.0
2011,中国,地球物理灾害,地震,中国,1,0,9508,0.0
2011,中国,地球物理灾害,地震,中国,1,7,5136,0.0
2011,中国,地球物理灾害,地震,中国,1,0,258,0.0
2011,中国,地球物理灾害,地震,中国,1,0,143000,56400.0
2011,中国,地球物理灾害,地震,中国,1,0,1616,0.0
2012,中国,地球物理灾害,地震,中国,1,4,34234,300000.0
2012,中国,地球物理灾害,地震,中国,1,0,155052,68000.0
2012,中国,地球物理灾害,地震,中国,1,81,744821,1000000.0
2012,中国,地球物理灾害,地震,中国,1,1,2610,0.0
2012,中国,地球物理灾害,地震,中国,1,0,5500,96000.0
2012,中国,地球物理灾害,地震,中国,1,0,36641,84000.0
2013,中国,地球物理灾害,地震,中国,1,0,427740,56000.0
2013,中国,地球物理灾害,地震,中国,1,198,2198785,6800000.0
2013,中国,地球物理灾害,地震,中国,1,95,123887,1000000.0
2013,中国,地球物理灾害,地震,中国,1,3,538050,155000.0
2013,中国,地球物理灾害,地震,中国,1,0,58300,0.0
2013,中国,地球物理灾害,地震,中国,1,0,90500,6300.0
2013,中国,地球物理灾害,地震,中国,1,0,80555,38000.0
2013,中国,地球物理灾害,地震,中国,1,0,2000,0.0
2014,中国,地球物理灾害,地震,中国,1,0,450000,174000.0
2014,中国,地球物理灾害,地震,中国,1,0,75021,80000.0
2014,中国,地球物理灾害,地震,中国,1,0,225015,60000.0
2014,中国,地球物理灾害,地震,中国,1,0,184723,2000.0
2014,中国,地球物理灾害,地震,中国,1,731,1120513,5000000.0
2014,中国,地球物理灾害,地震,中国,1,1,255324,274000.0
2014,中国,地球物理灾害,地震,中国,1,5,82355,50000.0
2014,中国,地球物理灾害,地震,中国,1,1,2022,0.0
2015,中国,地球物理灾害,地震,中国,1,0,8640,14650.0
2015,中国,地球物理灾害,地震,中国,1,0,2032,15000.0
2015,中国,地球物理灾害,地震,中国,1,29,207883,0.0
2015,中国,地球物理灾害,地震,中国,1,1,0,0.0
2015,中国,地球物理灾害,地震,中国,1,3,9263,3200.0
2016,中国,地球物理灾害,地震,中国,1,1,37200,5500.0
2016,中国,地球物理灾害,地震,中国,1,0,9120,135000.0
2016,中国,地球物理灾害,地震,中国,1,2,5000,60000.0
2017,中国,地球物理灾害,地震,中国,1,0,2106,31000.0
2017,中国,地球物理灾害,地震,中国,1,8,4583,2000.0
2017,中国,地球物理灾害,地震,中国,1,29,218325,500000.0
2017,中国,地球物理灾害,地震,中国,1,0,23403,0.0
2018,中国,地球物理灾害,地震,中国,1,0,12000,7000.0
2018,中国,地球物理灾害,地震,中国,1,0,18024,0.0
1986,中国,气候灾害,极端气温,中国,1,2,30000,0.0
1994,中国,气候灾害,极端气温,中国,1,104,0,0.0
1997,中国,气候灾害,极端气温,中国,1,24,100000,29000.0
1997,中国,气候灾害,极端气温,中国,1,16,180,0.0
1997,中国,气候灾害,极端气温,中国,1,0,2000,0.0
2002,中国,气候灾害,极端气温,中国,1,7,3500,0.0
2004,中国,气候灾害,极端气温,中国,1,39,0,0.0
2005,中国,气候灾害,极端气温,中国,1,0,200,0.0
2008,中国,气候灾害,极端气温,中国,1,129,77000000,21100000.0
2008,中国,气候灾害,极端气温,中国,1,16,0,0.0
2011,中国,气候灾害,极端气温,中国,1,2,4033472,281000.0
2012,中国,气候灾害,极端气温,中国,1,0,50650,20200.0
2013,中国,气候灾害,极端气温,中国,1,40,0,0.0
2016,中国,气候灾害,极端气温,中国,1,5,0,1600000.0
1911,中国,气候灾害,洪涝,中国,1,100000,0,0.0
1915,中国,气候灾害,洪涝,中国,1,0,3000000,0.0
1917,中国,气候灾害,洪涝,中国,1,0,635000,0.0
1931,中国,气候灾害,洪涝,中国,1,3700000,0,1400000.0
1933,中国,气候灾害,洪涝,中国,1,18000,3600000,0.0
1935,中国,气候灾害,洪涝,中国,1,142000,10030000,0.0
1939,中国,气候灾害,洪涝,中国,1,500000,0,0.0
1948,中国,气候灾害,洪涝,中国,1,330,0,0.0
1949,中国,气候灾害,洪涝,中国,1,57000,0,0.0
1950,中国,气候灾害,洪涝,中国,1,500,10000000,0.0
1951,中国,气候灾害,洪涝,中国,1,4800,0,0.0
1954,中国,气候灾害,洪涝,中国,1,2000,0,0.0
1954,中国,气候灾害,洪涝,中国,1,30000,0,0.0
1956,中国,气候灾害,洪涝,中国,1,2000,0,0.0
1957,中国,气候灾害,洪涝,中国,1,560,0,0.0
1959,中国,气候灾害,洪涝,中国,1,2000000,0,0.0
1959,中国,气候灾害,洪涝,中国,1,187,0,0.0
1969,中国,气候灾害,洪涝,中国,1,0,0,0.0
1975,中国,气候灾害,洪涝,中国,1,20000,11000000,0.0
1980,中国,气候灾害,洪涝,中国,1,65,0,0.0
1980,中国,气候灾害,洪涝,中国,1,38,40100,0.0
1980,中国,气候灾害,洪涝,中国,1,0,0,0.0
1980,中国,气候灾害,洪涝,中国,1,6200,67000,160000.0
1981,中国,气候灾害,洪涝,中国,1,1311,1528140,1100000.0
1981,中国,气候灾害,洪涝,中国,1,764,1405000,1200000.0
1981,中国,气候灾害,洪涝,中国,1,0,4000,0.0
1981,中国,气候灾害,洪涝,中国,1,0,150000,0.0
1981,中国,气候灾害,洪涝,中国,1,240,100000,0.0
1982,中国,气候灾害,洪涝,中国,1,447,809143,0.0
1982,中国,气候灾害,洪涝,中国,1,0,7000,0.0
1982,中国,气候灾害,洪涝,中国,1,0,0,0.0
1982,中国,气候灾害,洪涝,中国,1,0,0,0.0
1983,中国,气候灾害,洪涝,中国,1,100,0,0.0
1984,中国,气候灾害,洪涝,中国,1,0,28000,0.0
1984,中国,气候灾害,洪涝,中国,1,31,0,0.0
1985,中国,气候灾害,洪涝,中国,1,283,14000,1400.0
1985,中国,气候灾害,洪涝,中国,1,64,2000,0.0
1985,中国,气候灾害,洪涝,中国,1,422,0,350000.0
1985,中国,气候灾害,洪涝,中国,1,300,2000,350000.0
1985,中国,气候灾害,洪涝,中国,1,0,0,0.0
1985,中国,气候灾害,洪涝,中国,1,0,0,1350.0
1985,中国,气候灾害,洪涝,中国,1,147,0,0.0
1986,中国,气候灾害,洪涝,中国,1,80,2800000,1500000.0
1986,中国,气候灾害,洪涝,中国,1,233,7000000,1210.0
1987,中国,气候灾害,洪涝,中国,1,92,350400,0.0
1987,中国,气候灾害,洪涝,中国,1,20,590129,0.0
1987,中国,气候灾害,洪涝,中国,1,56,0,0.0
1987,中国,气候灾害,洪涝,中国,1,51,0,0.0
1988,中国,气候灾害,洪涝,中国,1,577,22000200,1063564.0
1988,中国,气候灾害,洪涝,中国,1,158,2880000,91644.0
1988,中国,气候灾害,洪涝,中国,1,22,35000,12000.0
1988,中国,气候灾害,洪涝,中国,1,54,10000,0.0
1988,中国,气候灾害,洪涝,中国,1,204,30000,0.0
1988,中国,气候灾害,洪涝,中国,1,0,280000,0.0
1988,中国,气候灾害,洪涝,中国,1,58,300505,256000.0
1988,中国,气候灾害,洪涝,中国,1,170,110000,540000.0
1989,中国,气候灾害,洪涝,中国,1,2000,100010000,2789000.0
1990,中国,气候灾害,洪涝,中国,1,363,26130805,592000.0
1990,中国,气候灾害,洪涝,中国,1,72,175000,211000.0
1990,中国,气候灾害,洪涝,中国,1,60,16000000,0.0
1991,中国,气候灾害,洪涝,中国,1,1729,210232227,7500000.0
1991,中国,气候灾害,洪涝,中国,1,26,3500,14120.0
1991,中国,气候灾害,洪涝,中国,1,106,0,530000.0
1992,中国,气候灾害,洪涝,中国,1,248,210070,170000.0
1992,中国,气候灾害,洪涝,中国,1,88,435300,3700.0
1992,中国,气候灾害,洪涝,中国,1,96,31632,146000.0
1992,中国,气候灾害,洪涝,中国,1,35,5000,76000.0
1992,中国,气候灾害,洪涝,中国,1,48,0,3400.0
1992,中国,气候灾害,洪涝,中国,1,25,2433,110000.0
1993,中国,气候灾害,洪涝,中国,1,41,7400,27000.0
1993,中国,气候灾害,洪涝,中国,1,131,0,0.0
1993,中国,气候灾害,洪涝,中国,1,59,0,0.0
1993,中国,气候灾害,洪涝,中国,1,1000,0,6061000.0
1994,中国,气候灾害,洪涝,中国,1,1001,78974400,5460000.0
1994,中国,气候灾害,洪涝,中国,1,258,30547665,1810000.0
1994,中国,气候灾害,洪涝,中国,1,128,2000000,1000.0
1994,中国,气候灾害,洪涝,中国,1,41,17000,95000.0
1994,中国,气候灾害,洪涝,中国,1,41,320,12100.0
