年份,国家,灾害类型,灾害子类型,区域,灾害频次,总死亡人数,总受灾人数,总经济损失(千美元)
1959,中国,气候灾害,风暴,中国,1,1064,0,0.0
1959,中国,气候灾害,风暴,中国,1,720,0,0.0
1964,中国,气候灾害,风暴,中国,1,686,0,0.0
1970,中国,气候灾害,风暴,中国,1,107,14000,0.0
1980,中国,气候灾害,风暴,中国,1,188,100,0.0
1981,中国,气候灾害,风暴,中国,1,0,0,0.0
1983,中国,气候灾害,风暴,中国,1,275,11000,0.0
1983,中国,气候灾害,风暴,中国,1,54,163,0.0
1983,中国,气候灾害,风暴,中国,1,30,10200,0.0
1983,中国,气候灾害,风暴,中国,1,82,0,0.0
1983,中国,气候灾害,风暴,中国,1,69,0,0.0
1984,中国,气候灾害,风暴,中国,1,13,0,0.0
1984,中国,气候灾害,风暴,中国,1,0,0,0.0
1984,中国,气候灾害,风暴,中国,1,0,0,0.0
1985,中国,气候灾害,风暴,中国,1,108,0,0.0
1985,中国,气候灾害,风暴,中国,1,11,100000,0.0
1985,中国,气候灾害,风暴,中国,1,177,101400,0.0
1986,中国,气候灾害,风暴,中国,1,9,200900,50000.0
1986,中国,气候灾害,风暴,中国,1,36,7500,3200.0
1986,中国,气候灾害,风暴,中国,1,172,4001250,380000.0
1986,中国,气候灾害,风暴,中国,1,43,381,54000.0
1986,中国,气候灾害,风暴,中国,1,0,0,0.0
1986,中国,气候灾害,风暴,中国,1,100,403500,0.0
1986,中国,气候灾害,风暴,中国,1,8,2525,940000.0
1987,中国,气候灾害,风暴,中国,1,2,400800,0.0
1987,中国,气候灾害,风暴,中国,1,132,900086,0.0
1987,中国,气候灾害,风暴,中国,1,29,9442,0.0
1987,中国,气候灾害,风暴,中国,1,101,50860,0.0
1987,中国,气候灾害,风暴,中国,1,102,25400,120000.0
1987,中国,气候灾害,风暴,中国,1,40,0,0.0
1988,中国,气候灾害,风暴,中国,1,65,0,0.0
1988,中国,气候灾害,风暴,中国,1,70,50000,0.0
1988,中国,气候灾害,风暴,中国,1,194,136232,0.0
1988,中国,气候灾害,风暴,中国,1,6,51000,0.0
1989,中国,气候灾害,风暴,中国,1,157,30007500,400000.0
1989,中国,气候灾害,风暴,中国,1,550,7002696,485000.0
1989,中国,气候灾害,风暴,中国,1,31,700,0.0
1989,中国,气候灾害,风暴,中国,1,84,1000048,0.0
1989,中国,气候灾害,风暴,中国,1,67,0,0.0
1989,中国,气候灾害,风暴,中国,1,200,0,0.0
1989,中国,气候灾害,风暴,中国,1,26,0,0.0
1990,中国,气候灾害,风暴,中国,1,56,10148,16000.0
1990,中国,气候灾害,风暴,中国,1,16,5590288,28000.0
1990,中国,气候灾害,风暴,中国,1,144,0,157000.0
1990,中国,气候灾害,风暴,中国,1,25,0,335.0
1990,中国,气候灾害,风暴,中国,1,36,0,0.0
1990,中国,气候灾害,风暴,中国,1,108,100800,83000.0
1990,中国,气候灾害,风暴,中国,1,115,0,688000.0
1990,中国,气候灾害,风暴,中国,1,26,0,154000.0
1990,中国,气候灾害,风暴,中国,1,68,200000,743000.0
1990,中国,气候灾害,风暴,中国,1,2,550,0.0
1990,中国,气候灾害,风暴,中国,1,33,0,210000.0
1991,中国,气候灾害,风暴,中国,1,69,2291902,28000.0
1991,中国,气候灾害,风暴,中国,1,100,1013939,465330.0
1991,中国,气候灾害,风暴,中国,1,14,33424,110000.0
1991,中国,气候灾害,风暴,中国,1,33,7141,117560.0
1991,中国,气候灾害,风暴,中国,1,39,10000,4800.0
1992,中国,气候灾害,风暴,中国,1,35,3300362,68700.0
1992,中国,气候灾害,风暴,中国,1,109,7700000,96000.0
1992,中国,气候灾害,风暴,中国,1,448,35088,68700.0
1992,中国,气候灾害,风暴,中国,1,0,194283,0.0
1992,中国,气候灾害,风暴,中国,1,47,0,110000.0
1992,中国,气候灾害,风暴,中国,1,53,0,425000.0
1992,中国,气候灾害,风暴,中国,1,168,5000000,412400.0
1992,中国,气候灾害,风暴,中国,1,0,0,90000.0
1993,中国,气候灾害,风暴,中国,1,31,150379,88000.0
1993,中国,气候灾害,风暴,中国,1,28,2000213,433920.0
1993,中国,气候灾害,风暴,中国,1,15,2000,0.0
1993,中国,气候灾害,风暴,中国,1,19,130,0.0
1993,中国,气候灾害,风暴,中国,1,93,22213,41000.0
1993,中国,气候灾害,风暴,中国,1,10,3000000,219670.0
1993,中国,气候灾害,风暴,中国,1,0,500,7380.0
1993,中国,气候灾害,风暴,中国,1,10,24428,12610.0
1993,中国,气候灾害,风暴,中国,1,7,3000000,263670.0
1993,中国,气候灾害,风暴,中国,1,1,250000,286370.0
1993,中国,气候灾害,风暴,中国,1,0,200000,15890.0
1994,中国,气候灾害,风暴,中国,1,101,1980579,200000.0
1994,中国,气候灾害,风暴,中国,1,90,8488684,700000.0
1994,中国,气候灾害,风暴,中国,1,74,440684,700.0
1994,中国,气候灾害,风暴,中国,1,47,4230000,96300.0
1994,中国,气候灾害,风暴,中国,1,1174,11001800,1150000.0
1995,中国,气候灾害,风暴,中国,1,4,15365,0.0
1995,中国,气候灾害,风暴,中国,1,0,1860,240.0
1995,中国,气候灾害,风暴,中国,1,54,293453,36100.0
1995,中国,气候灾害,风暴,中国,1,26,5000000,160000.0
1995,中国,气候灾害,风暴,中国,1,445,25000,87000.0
1995,中国,气候灾害,风暴,中国,1,152,1232320,120200.0
1996,中国,气候灾害,风暴,中国,1,48,202000,68000.0
1996,中国,气候灾害,风暴,中国,1,6,164,0.0
1996,中国,气候灾害,风暴,中国,1,2,0,48000.0
1996,中国,气候灾害,风暴,中国,1,44,10300,72000.0
1996,中国,气候灾害,风暴,中国,1,197,15005000,1500000.0
1996,中国,气候灾害,风暴,中国,1,38,0,100000.0
1996,中国,气候灾害,风暴,中国,1,36,18,0.0
1996,中国,气候灾害,风暴,中国,1,266,100000,200000.0
1997,中国,气候灾害,风暴,中国,1,40,30000,0.0
1997,中国,气候灾害,风暴,中国,1,30,330000,155000.0
1997,中国,气候灾害,风暴,中国,1,65,425350,579700.0
1997,中国,气候灾害,风暴,中国,1,140,837000,2700000.0
1997,中国,气候灾害,风暴,中国,1,7,5650349,330000.0
1998,中国,气候灾害,风暴,中国,1,0,0,0.0
1998,中国,气候灾害,风暴,中国,1,12,0,135000.0
1998,中国,气候灾害,风暴,中国,1,62,1426,0.0
1998,中国,气候灾害,风暴,中国,1,5,0,98000.0
1998,中国,气候灾害,风暴,中国,1,17,11000038,37200.0
1999,中国,气候灾害,风暴,中国,1,22,0,0.0
1999,中国,气候灾害,风暴,中国,1,5,15197,8000.0
1999,中国,气候灾害,风暴,中国,1,13,901,0.0
1999,中国,气候灾害,风暴,中国,1,192,541200,277900.0
1999,中国,气候灾害,风暴,中国,1,200,150000,180000.0
1999,中国,气候灾害,风暴,中国,1,18,1300,64300.0
1999,中国,气候灾害,风暴,中国,1,30,123000,241600.0
1999,中国,气候灾害,风暴,中国,1,5,12,18000.0
1999,中国,气候灾害,风暴,中国,1,11,1350000,39900.0
2000,中国,气候灾害,风暴,中国,1,16,53,0.0
2000,中国,气候灾害,风暴,中国,1,9,18004,3100.0
2000,中国,气候灾害,风暴,中国,1,15,4500,5000.0
2000,中国,气候灾害,风暴,中国,1,33,10,0.0
2000,中国,气候灾害,风暴,中国,1,11,20500,480.0
2000,中国,气候灾害,风暴,中国,1,10,30,13288.0
2000,中国,气候灾害,风暴,中国,1,11,4522,69443.0
2000,中国,气候灾害,风暴,中国,1,4,37770,10.0
2000,中国,气候灾害,风暴,中国,1,47,46000,169000.0
2000,中国,气候灾害,风暴,中国,1,6,2400000,0.0
2001,中国,气候灾害,风暴,中国,1,49,2574871,12000.0
2001,中国,气候灾害,风暴,中国,1,125,3108000,470000.0
2001,中国,气候灾害,风暴,中国,1,33,14998298,2743000.0
2001,中国,气候灾害,风暴,中国,1,100,0,40000.0
2001,中国,气候灾害,风暴,中国,1,0,23250,85000.0
2001,中国,气候灾害,风暴,中国,1,0,11126,0.0
2001,中国,气候灾害,风暴,中国,1,15,400039,0.0
2001,中国,气候灾害,风暴,中国,1,12,9,0.0
2001,中国,气候灾害,风暴,中国,1,6,50245,24000.0
2001,中国,气候灾害,风暴,中国,1,4,0,213000.0
2002,中国,气候灾害,风暴,中国,1,0,100000000,0.0
2002,中国,气候灾害,风暴,中国,1,5,2744,85000.0
2002,中国,气候灾害,风暴,中国,1,25,200,0.0
2002,中国,气候灾害,风暴,中国,1,26,7000040,100000.0
2002,中国,气候灾害,风暴,中国,1,25,180000,0.0
2002,中国,气候灾害,风暴,中国,1,27,220110,33000.0
2003,中国,气候灾害,风暴,中国,1,1,90100,0.0
2003,中国,气候灾害,风暴,中国,1,20,7400020,100000.0
2003,中国,气候灾害,风暴,中国,1,2,200162,0.0
2003,中国,气候灾害,风暴,中国,1,38,69925,241000.0
2003,中国,气候灾害,风暴,中国,1,0,1720000,196938.0
2004,中国,气候灾害,风暴,中国,1,7,907,6000.0
2004,中国,气候灾害,风暴,中国,1,0,1007,280.0
2004,中国,气候灾害,风暴,中国,1,0,640032,12700.0
2004,中国,气候灾害,风暴,中国,1,46,46000,0.0
2004,中国,气候灾害,风暴,中国,1,188,9062000,2190000.0
2004,中国,气候灾害,风暴,中国,1,2,41357,5000.0
2004,中国,气候灾害,风暴,中国,1,6,562,4000.0
2005,中国,气候灾害,风暴,中国,1,36,8000000,300000.0
2005,中国,气候灾害,风暴,中国,1,1,2481,0.0
2005,中国,气候灾害,风暴,中国,1,19,458855,16915.0
2005,中国,气候灾害,风暴,中国,1,15,13,0.0
2005,中国,气候灾害,风暴,中国,1,9,214,0.0
2005,中国,气候灾害,风暴,中国,1,0,90000,6000.0
2005,中国,气候灾害,风暴,中国,1,9,1013000,1000000.0
2005,中国,气候灾害,风暴,中国,1,8,825223,149000.0
2005,中国,气候灾害,风暴,中国,1,15,37,0.0
2005,中国,气候灾害,风暴,中国,1,10,1240000,850000.0
2005,中国,气候灾害,风暴,中国,1,159,19624000,1900000.0
2005,中国,气候灾害,风暴,中国,1,25,1350008,1750000.0
2005,中国,气候灾害,风暴,中国,1,25,5719000,1040000.0
2005,中国,气候灾害,风暴,中国,1,95,2460000,150000.0
2006,中国,气候灾害,风暴,中国,1,0,105000,0.0
2006,中国,气候灾害,风暴,中国,1,23,3150000,475000.0
2006,中国,气候灾害,风暴,中国,1,820,29622000,3325000.0
2006,中国,气候灾害,风暴,中国,1,109,6531000,367000.0
2006,中国,气候灾害,风暴,中国,1,89,10000000,900000.0
2006,中国,气候灾害,风暴,中国,1,441,5923350,2510000.0
2006,中国,气候灾害,风暴,中国,1,1,12,0.0
2006,中国,气候灾害,风暴,中国,1,17,6458,282000.0
2007,中国,气候灾害,风暴,中国,1,13,1000000,26000.0
2007,中国,气候灾害,风暴,中国,1,21,4314,7200.0
2007,中国,气候灾害,风暴,中国,1,39,8000000,890555.0
2007,中国,气候灾害,风暴,中国,1,13,840,0.0
2007,中国,气候灾害,风暴,中国,1,9,0,638000.0
2007,中国,气候灾害,风暴,中国,1,0,0,1077788.0
2008,中国,气候灾害,风暴,中国,1,25,274000,49000.0
2008,中国,气候灾害,风暴,中国,1,14,340000,175000.0
2008,中国,气候灾害,风暴,中国,1,1,93006,73000.0
2008,中国,气候灾害,风暴,中国,1,0,42000,80000.0
2008,中国,气候灾害,风暴,中国,1,4,900000,58000.0
2008,中国,气候灾害,风暴,中国,1,12,0,824000.0
2008,中国,气候灾害,风暴,中国,1,0,0,0.0
2008,中国,气候灾害,风暴,中国,1,0,0,733000.0
2008,中国,气候灾害,风暴,中国,1,10,100,23000.0
2009,中国,气候灾害,风暴,中国,1,52,215,625000.0
2009,中国,气候灾害,风暴,中国,1,15,48631,66000.0
2009,中国,气候灾害,风暴,中国,1,17,3,0.0
2009,中国,气候灾害,风暴,中国,1,8,11000004,1415594.0
2009,中国,气候灾害,风暴,中国,1,13,1000058,295001.0
2009,中国,气候灾害,风暴,中国,1,3,0,35000.0
2009,中国,气候灾害,风暴,中国,1,41,10000096,1030000.0
2009,中国,气候灾害,风暴,中国,1,0,1197799,19857.0
2009,中国,气候灾害,风暴,中国,1,9,0,7000.0
2009,中国,气候灾害,风暴,中国,1,11,50000,108000.0
2010,中国,气候灾害,风暴,中国,1,30,1881100,90000.0
2010,中国,气候灾害,风暴,中国,1,29,70190,62251.0
2010,中国,气候灾害,风暴,中国,1,2,0,500.0
2010,中国,气候灾害,风暴,中国,1,75,1000000,298285.0
2010,中国,气候灾害,风暴,中国,1,0,0,420000.0
2010,中国,气候灾害,风暴,中国,1,3,186000,0.0
2011,中国,气候灾害,风暴,中国,1,18,22000150,15000.0
2011,中国,气候灾害,风暴,中国,1,23,0,0.0
2011,中国,气候灾害,风暴,中国,1,0,3649800,482585.0
2011,中国,气候灾害,风暴,中国,1,3,1000000,219000.0
2011,中国,气候灾害,风暴,中国,1,0,0,0.0
2012,中国,气候灾害,风暴,中国,1,8,58500,329000.0
2012,中国,气候灾害,风暴,中国,1,34,232170,124000.0
2012,中国,气候灾害,风暴,中国,1,3,6000007,1500000.0
2012,中国,气候灾害,风暴,中国,1,15,3790000,600000.0
2012,中国,气候灾害,风暴,中国,1,2,107500,262000.0
2012,中国,气候灾害,风暴,中国,1,1,126000,197000.0
2012,中国,气候灾害,风暴,中国,1,0,100000,120000.0
2012,中国,气候灾害,风暴,中国,1,12,127000,84000.0
2013,中国,气候灾害,风暴,中国,1,2,13500,124000.0
2013,中国,气候灾害,风暴,中国,1,25,1398324,259000.0
2013,中国,气候灾害,风暴,中国,1,3,25000,26000.0
2013,中国,气候灾害,风暴,中国,1,11,50000,118000.0
2013,中国,气候灾害,风暴,中国,1,9,390150,460000.0
2013,中国,气候灾害,风暴,中国,1,7,21000,177000.0
2013,中国,气候灾害,风暴,中国,1,1,3000,253000.0
2013,中国,气候灾害,风暴,中国,1,88,8000000,2120000.0
2013,中国,气候灾害,风暴,中国,1,0,189800,376000.0
2013,中国,气候灾害,风暴,中国,1,0,5000,20000.0
2013,中国,气候灾害,风暴,中国,1,20,506000,0.0
2013,中国,气候灾害,风暴,中国,1,74,0,0.0
2013,中国,气候灾害,风暴,中国,1,8,475000,6700000.0
2013,中国,气候灾害,风暴,中国,1,5,51800,0.0
2013,中国,气候灾害,风暴,中国,1,12,217000,154000.0
2014,中国,气候灾害,风暴,中国,1,10,100090,675000.0
2014,中国,气候灾害,风暴,中国,1,1,10000,50000.0
2014,中国,气候灾害,风暴,中国,1,21,400000,155000.0
2014,中国,气候灾害,风暴,中国,1,3,100000,156000.0
2014,中国,气候灾害,风暴,中国,1,9,25000,456000.0
2014,中国,气候灾害,风暴,中国,1,0,5000,131000.0
2014,中国,气候灾害,风暴,中国,1,11,25000,94000.0
2014,中国,气候灾害,风暴,中国,1,71,9960099,4232973.0
2014,中国,气候灾害,风暴,中国,1,14,0,500000.0
2014,中国,气候灾害,风暴,中国,1,5,50000,274000.0
2014,中国,气候灾害,风暴,中国,1,27,136255,0.0
2014,中国,气候灾害,风暴,中国,1,0,1250,0.0
2014,中国,气候灾害,风暴,中国,1,9,394000,2900000.0
2014,中国,气候灾害,风暴,中国,1,0,3000,315000.0
2014,中国,气候灾害,风暴,中国,1,128,0,100000.0
2014,中国,气候灾害,风暴,中国,1,20,0,31000.0
2015,中国,气候灾害,风暴,中国,1,6,12000,209000.0
2015,中国,气候灾害,风暴,中国,1,34,5148,225000.0
2015,中国,气候灾害,风暴,中国,1,0,5000,108000.0
2015,中国,气候灾害,风暴,中国,1,7,2537,20000.0
2015,中国,气候灾害,风暴,中国,1,1,25000,130000.0
2015,中国,气候灾害,风暴,中国,1,2,10000,250000.0
2015,中国,气候灾害,风暴,中国,1,7,79800,461000.0
2015,中国,气候灾害,风暴,中国,1,0,13800,940000.0
2015,中国,气候灾害,风暴,中国,1,0,300,145000.0
2015,中国,气候灾害,风暴,中国,1,0,193000,11000.0
2015,中国,气候灾害,风暴,中国,1,0,56000,213000.0
2015,中国,气候灾害,风暴,中国,1,6,110000,85000.0
2015,中国,气候灾害,风暴,中国,1,18,1580000,1282690.0
2015,中国,气候灾害,风暴,中国,1,0,0,661000.0
2015,中国,气候灾害,风暴,中国,1,20,78300,4200000.0
2015,中国,气候灾害,风暴,中国,1,14,15600,43000.0
2015,中国,气候灾害,风暴,中国,1,4,3000,0.0
2016,中国,气候灾害,风暴,中国,1,0,6049,202000.0
2016,中国,气候灾害,风暴,中国,1,102,46000,302000.0
2016,中国,气候灾害,风暴,中国,1,12,150000,768000.0
2016,中国,气候灾害,风暴,中国,1,99,45846,500000.0
2016,中国,气候灾害,风暴,中国,1,69,24900,1511160.0
2016,中国,气候灾害,风暴,中国,1,0,6000,175000.0
2016,中国,气候灾害,风暴,中国,1,0,205500,2300000.0
2016,中国,气候灾害,风暴,中国,1,35,36000,830000.0
2016,中国,气候灾害,风暴,中国,1,0,0,890000.0
2016,中国,气候灾害,风暴,中国,1,0,12000,0.0
2016,中国,气候灾害,风暴,中国,1,0,18000,123000.0
2016,中国,气候灾害,风暴,中国,1,23,14400,23000.0
2016,中国,气候灾害,风暴,中国,1,0,40000,0.0
2017,中国,气候灾害,风暴,中国,1,7,41133,28000.0
2017,中国,气候灾害,风暴,中国,1,0,5000,200000.0
2017,中国,气候灾害,风暴,中国,1,9,6000,61000.0
2017,中国,气候灾害,风暴,中国,1,0,30000,3600.0
2017,中国,气候灾害,风暴,中国,1,36,174300,3400000.0
2017,中国,气候灾害,风暴,中国,1,19,14400,76000.0
2017,中国,气候灾害,风暴,中国,1,0,13800,57000.0
2017,中国,气候灾害,风暴,中国,1,8,22273,3500000.0
2017,中国,气候灾害,风暴,中国,1,12,300,56000.0
2018,中国,气候灾害,风暴,中国,1,21,2503700,854000.0
2018,中国,气候灾害,风暴,中国,1,14,177000,147000.0
2018,中国,气候灾害,风暴,中国,1,14,16200,570000.0
2018,中国,气候灾害,风暴,中国,1,2,300,188000.0
2018,中国,气候灾害,风暴,中国,1,0,0,770000.0
1981,中国,气候灾害,林火,中国,1,0,0,0.0
1987,中国,气候灾害,林火,中国,1,191,56313,110000.0
1995,中国,气候灾害,林火,中国,1,29,0,0.0
1999,中国,气候灾害,林火,中国,1,23,0,0.0
2003,中国,气候灾害,林火,中国,1,0,300,0.0
2010,中国,气候灾害,林火,中国,1,22,3,0.0
